idx,speed,angle
231,27.4,0
232,28.2,0
233,29,0
234,29.8,0
235,30.6,0
236,31.4,0
237,32.2,0
238,33,0
239,33.8,0
240,34.6,0
241,35.4,0
242,36.2,0
243,37,0
244,37.8,0
245,37.8,0
246,37.8,0
247,37.8,0
248,37.8,0
249,37.8,0
250,37.8,0
251,37.8,0
252,37.8,0
253,37.8,0
254,37.8,0
255,37.8,0
256,37.8,0
257,37.8,0
258,37.8,0
259,37.8,0
260,37.8,0
261,37.8,0
262,37.8,0
263,37.8,0
264,37.8,0
265,37.8,0
266,37.8,0
267,37.8,-0.2
268,37.8,-0.2
269,37.8,-0.2
270,37.8,-0.2
271,37.8,-0.2
272,37.8,-0.2
273,37.8,-0.2
274,37.8,-0.2
275,37.8,-0.2
276,37.8,-0.2
277,37.8,-0.2
278,37.8,-0.2
279,37.8,-0.2
280,37.8,-0.2
281,37.8,-0.2
282,37.8,-0.2
283,37.8,-0.2
284,37.8,-0.2
285,37.8,-0.2
286,37.8,-0.2
287,37.8,-0.2
288,37.8,-0.2
289,37.8,0
290,37.8,0
291,37.8,0
292,37.8,0
293,37.8,0
294,37.8,0
295,37.8,0
296,37.8,0
297,37.8,0
298,37.8,0
299,37.8,0
300,37.8,0
301,37.8,0
302,37.8,0
303,37.8,0
304,37.8,0
305,37.8,0
306,37.8,0
307,37.8,0
308,37.8,0
309,38.6,0
310,39.4,0
311,40.2,0
312,41,0
313,41.8,0
314,42.6,0
315,43.4,0
316,44.2,0
317,45,0
318,45.8,0
319,45.8,0
320,45.8,0
321,45.8,0
322,45.8,0
323,45.8,0
324,45.8,0
325,45.8,0
326,45.8,0
327,45.8,0
328,45.8,0
329,45.8,0
330,45.8,0
331,45.8,0
332,45.8,0
333,45.8,0
334,45.8,0
335,45.8,0
336,45.8,0
337,45.8,0
338,45.8,0
339,45.8,0
340,45.8,0
341,45.8,0
342,45.8,0
343,45.8,-0.2
344,45.8,-0.2
345,45.8,-0.2
346,45.8,-0.2
347,45.8,-0.2
348,45.8,-0.2
349,45.8,-0.2
350,45.8,-0.2
351,45.8,-0.2
352,45.8,-0.2
353,45.8,-0.2
354,45.8,-0.2
355,45.8,-0.2
356,45.8,-0.2
357,45.8,-0.2
358,45.8,-0.2
359,45.8,-0.2
360,45.8,-0.2
361,45.8,-0.2
362,45.8,-0.2
363,45.8,-0.2
364,45.8,-0.2
365,45.8,0
366,45.8,0
367,45.8,0
368,45.8,0
369,45.8,0
370,45.8,0
371,45.8,0
372,45.8,0
373,45.8,0
374,45.8,0
375,45.8,0
376,45.8,0
377,45.8,0
378,45.8,0
379,45.8,0
380,45.8,0
381,45.8,0
382,45.8,0
383,45.8,0
384,45.8,0
385,45.8,0
386,45.8,0
387,45.8,0
388,45.8,0
389,45.8,0
390,45.8,0
391,45.8,0
392,45.8,0
393,45.8,0
394,45.8,0
395,45.8,0
396,45.8,0
397,45.8,0
398,45.8,0
399,45.8,0
400,45.8,0
401,45.8,0
402,45.8,0
403,45.8,0
404,45.8,0
405,45.8,0
406,45.8,0
407,45.8,0
408,45.8,0
409,45.8,0
410,45.8,0
411,45.8,0
412,45.8,0
413,45.8,0
414,45.8,-0.2
415,45.8,-0.2
416,45.8,-0.2
417,45.8,-0.2
418,45.8,-0.2
419,45.8,-0.2
420,45.8,-0.2
421,45.8,0
422,45.8,0
423,45.8,0
424,45.8,0
425,45.8,0
426,45.8,0
427,45.8,0
428,45.8,0
429,45.8,0
430,45.8,0
431,45.8,0
432,45.8,0
433,45.8,0
434,45.8,0
435,45.8,0
436,45.8,0
437,45.8,0
438,45.8,0
439,45.8,0
440,45.8,0
441,45.8,0
442,45.8,0
443,45.8,0
444,45.8,0
445,45.8,-0.2
446,45.8,-0.2
447,45.8,-0.2
448,45.8,-0.2
449,45.8,-0.2
450,45.8,-0.2
451,45.8,-0.2
452,45.8,-0.2
453,45.8,-0.2
454,45.8,-0.2
455,45.8,-0.2
456,45.8,-0.2
457,45.8,-0.2
458,45.8,-0.2
459,45.8,-0.2
460,45.8,-0.2
461,45.8,-0.2
462,45.8,-0.2
463,45.8,-0.2
464,45.8,-0.2
465,45.8,-0.2
466,45.8,-0.2
467,45.8,-0.2
468,45.8,-0.2
469,45.8,0
470,45.8,0
471,45.8,0
472,45.8,0
473,45.8,0
474,45.8,0
475,45.8,0
476,45.8,0
477,45.8,0
478,45.8,0
479,45.8,0
480,45.8,0
481,45.8,0
482,45.8,0
483,45.8,0
484,45.8,0
485,45.8,0
486,45.8,0
487,45.8,0
488,45.8,0
489,45.8,0
490,45.8,0
491,45.8,0
492,45.8,0
493,45.8,0
494,45.8,0
495,45.8,0
496,45.8,0
497,45.8,0
498,45.8,0
499,45.8,0
500,45.8,0
501,45.8,0
502,45.8,0
503,45.8,0
504,45.8,0
505,45.8,0
506,45.8,0
507,45.8,0
508,45.8,0
509,45.8,0
510,45.8,0
511,45.8,0
512,45.8,0
513,45.8,0
514,45.8,0
515,45.8,0
516,45.8,0
517,45.8,0
518,45.8,-0.2
519,45.8,-0.2
520,45.8,-0.2
521,45.8,-0.2
522,45.8,-0.2
523,45.8,-0.2
524,45.8,-0.2
525,45.8,-0.2
526,45.8,-0.2
527,45.8,-0.2
528,45.8,-0.2
529,45.8,-0.2
530,45.8,-0.2
531,45.8,-0.2
532,45.8,-0.2
533,45.8,0
534,45.8,0
535,45.8,0
536,45.8,0
537,45.8,0
538,45.8,0
539,45.8,0
540,45.8,0
541,45.8,0
542,45.8,0
543,45.8,0
544,45.8,0
545,45.8,0
546,45.8,0
547,45.8,0
548,45.8,0
549,45.8,0
550,45.8,0
551,45.8,0
552,45.8,0
553,45.8,0
554,45.8,0
555,45.8,0
556,45.8,0
557,45.8,0
558,45.8,0
559,45.8,0
560,45.8,0
561,45.8,0
562,45.8,0
563,45.8,0
564,45.8,0
565,45.8,0
566,45.8,0
567,45.8,0
568,45.8,0
569,45.8,0
570,45.8,-0.2
571,45.8,-0.2
572,45.8,-0.2
573,45.8,-0.2
574,45.8,-0.2
575,45.8,-0.2
576,45.8,-0.2
577,45.8,-0.2
578,45.8,-0.2
579,45.8,-0.2
580,45.8,-0.2
581,45.8,-0.2
582,45.8,-0.2
583,45.8,-0.2
584,45.8,-0.2
585,45.8,-0.2
586,45.8,-0.2
587,45.8,-0.2
588,45.8,-0.2
589,45.8,-0.2
590,45.8,-0.2
591,45.8,-0.2
592,45.8,-0.2
593,45.8,-0.2
594,45.8,-0.2
595,45.8,-0.2
596,45.8,-0.2
597,45.8,-0.2
598,45.8,-0.2
599,45.8,-0.2
600,45.8,-0.2
601,45.8,0
602,45.8,0
603,45.8,0
604,45.8,0
605,45.8,0
606,45.8,0
607,45.8,0
608,45.8,0
609,45.8,0
610,45.8,0
611,45.8,0
612,45.8,0
613,45.8,0
614,45.8,0
615,45.8,0
616,45.8,0
617,45.8,0
618,45.8,0
619,45.8,0
620,45.8,0
621,45.8,0
622,45.8,0
623,45.8,0
624,45.8,0
625,45.8,0
626,45.8,0
627,45.8,0
628,45.8,0
629,45.8,0
630,45.8,0
631,45.8,0
632,45.8,0
633,45.8,0
634,45.8,0
635,45.8,0
636,45.8,0
637,45.8,-0.2
638,45.8,-0.2
639,45.8,-0.2
640,45.8,-0.2
641,45.8,-0.2
642,45.8,-0.2
643,45.8,-0.2
644,45.8,-0.2
645,45.8,-0.2
646,45.8,-0.2
647,45.8,-0.2
648,45.8,-0.2
649,45.8,-0.2
650,45.8,-0.2
651,45.8,-0.2
652,45.8,-0.2
653,45.8,0
654,45.8,0
655,45.8,0
656,45.8,0
657,45.8,0
658,45.8,0
659,45.8,0
660,45.8,0
661,45.8,0
662,45.8,0
663,45.8,0
664,45.8,0
665,45.8,0
666,45.8,0
667,45.8,0
668,45.8,0
669,46.6,0
670,47.4,0
671,48.2,0
672,49,0
673,49.8,0
674,50.6,0
675,51.4,0
676,52.2,0
677,53,0
678,53.8,0
679,54.6,0
680,55.4,0
681,56.2,0
682,57,0
683,57.8,0
684,58.6,0
685,59.4,0
686,60.2,0
687,61,0
688,61.8,0
689,62.6,0
690,63.4,0
691,64.2,0
692,65,0
693,65.8,0
694,66.6,0
695,67.4,0
696,68.2,0
697,69,0
698,69.8,0
699,70.6,0
700,71.4,0
701,72.2,0
702,73,0
703,73.8,0
704,74.6,0
705,75.4,0
706,76.2,0
707,77,0
708,77.8,0
709,78.6,0
710,79.4,0
711,79.4,0
712,79.4,0
713,79.4,0
714,79.4,0
715,79.4,0
716,79.4,0
717,79.4,0
718,79.4,0
719,79.4,0
720,79.4,0
721,79.4,0
722,79.4,0
723,79.4,0
724,79.4,0
725,79.4,0
726,79.4,0
727,79.4,0
728,79.4,0
729,79.4,0
730,79.4,0
731,79.4,-0.2
732,79.4,-0.2
733,79.4,-0.2
734,79.4,-0.2
735,79.4,-0.2
736,79.4,-0.2
737,79.4,-0.2
738,79.4,-0.2
739,79.4,-0.2
740,79.4,-0.2
741,79.4,-0.2
742,79.4,-0.2
743,79.4,-0.2
744,79.4,-0.2
745,79.4,-0.2
746,79.4,-0.2
747,79.4,-0.2
748,79.4,-0.2
749,79.4,-0.2
750,79.4,-0.2
751,79.4,-0.2
752,79.4,-0.2
753,79.4,-0.2
754,79.4,-0.2
755,79.4,0
756,79.4,0
757,79.4,0
758,79.4,0
759,79.4,0
760,79.4,0
761,79.4,0
762,79.4,0
763,79.4,0
764,79.4,0
765,79.4,0
766,79.4,0
767,79.4,0
768,79.4,0
769,79.4,0
770,79.4,0
771,79.4,0
772,79.4,0
773,79.4,0
774,79.4,0
775,79.4,0
776,79.4,0
777,79.4,0
778,79.4,0
779,79.4,0
780,79.4,0
781,79.4,0
782,79.4,0
783,79.4,0
784,79.4,0
785,79.4,0
786,79.4,0
787,79.4,0
788,79.4,0
789,79.4,0
790,79.4,0
791,79.4,0
792,79.4,-0.2
793,79.4,-0.2
794,79.4,-0.2
795,79.4,-0.2
796,79.4,-0.2
797,79.4,-0.2
798,79.4,-0.2
799,79.4,-0.2
800,79.4,-0.2
801,79.4,-0.2
802,79.4,-0.2
803,79.4,-0.2
804,79.4,0
805,79.4,0
806,79.4,0
807,79.4,0
808,79.4,0
809,79.4,0
810,79.4,0
811,79.4,0
812,79.4,0
813,79.4,0
814,79.4,0
815,79.4,0
816,79.4,0
817,79.4,0
818,79.4,0
819,79.4,0
820,79.4,0
821,79.4,0
822,79.4,0
823,79.4,0
824,79.4,0
825,79.4,0
826,79.4,0
827,79.4,0
828,79.4,0
829,79.4,0
830,79.4,0
831,79.4,0
832,79.4,0
833,79.4,0
834,79.4,0
835,79.4,0
836,79.4,0.2
837,79.4,0.2
838,79.4,0.2
839,79.4,0.2
840,79.4,0.2
841,79.4,0
842,79.4,0
843,79.4,0
844,79.4,0
845,79.4,0
846,79.4,0
847,79.4,0
848,79.4,0
849,79.4,0
850,79.4,0
851,79.4,0
852,79.4,0
853,79.4,0
854,79.4,0
855,79.4,0
856,79.4,0
857,79.4,0
858,79.4,0
859,79.4,0
860,79.4,0
861,79.4,0
862,79.4,0
863,79.4,0
864,79.4,0
865,79.4,0
866,79.4,0
867,79.4,0
868,79.4,0
869,79.4,0
870,79.4,0
871,79.4,0
872,79.4,0
873,79.4,0
874,79.4,0
875,79.4,0
876,79.4,0
877,79.4,0
878,79.4,0
879,79.4,0
880,79.4,0
881,79.4,0
882,79.4,0
883,79.4,0
884,79.4,0
885,79.4,0
886,79.4,0
887,79.4,0
888,79.4,0
889,79.4,0
890,79.4,0
891,79.4,0
892,79.4,0
893,79.4,0
894,79.4,0
895,79.4,0
896,79.4,0
897,79.4,0
898,79.4,0
899,79.4,0
900,79.4,0
901,79.4,0
902,79.4,0
903,79.4,0
904,79.4,0
905,79.4,0
906,79.4,0
907,79.4,0
908,79.4,0
909,79.4,0
910,79.4,0
911,79.4,0
912,79.4,0
913,79.4,0
914,79.4,0
915,79.4,0
916,79.4,0
917,79.4,0
918,79.4,0
919,79.4,0
920,79.4,0
921,79.4,-0.2
922,79.4,-0.2
923,79.4,-0.2
924,79.4,-0.2
925,79.4,-0.2
926,79.4,-0.2
927,79.4,-0.2
928,79.4,-0.2
929,79.4,-0.2
930,79.4,-0.2
931,79.4,0
932,79.4,0
933,79.4,0
934,79.4,0
935,79.4,0
936,79.4,0
937,79.4,0
938,79.4,0
939,79.4,0
940,79.4,0
941,79.4,0
942,77.4,0
943,75.4,0
944,73.4,0
945,71.4,0
946,69.4,0
947,67.4,0
948,65.4,0
949,63.4,0
950,61.4,0
951,59.4,0
952,57.4,0
953,55.4,0
954,53.4,0
955,51.4,0
956,49.4,0
957,47.4,0
958,45.4,0
959,43.4,0
960,41.4,0
961,39.4,0
962,37.4,0
963,35.4,0
964,33.4,0
965,31.4,0
966,31.4,0
967,31.4,0
968,31.4,0
969,31.4,0
970,31.4,0
971,31.4,0
972,31.4,0
973,31.4,0
974,31.4,0
975,31.4,0
976,31.4,0
977,31.4,0
978,31.4,0
979,31.4,0
980,31.4,0
981,31.4,0
982,31.4,0
983,31.4,0
984,31.4,0
985,31.4,0
986,31.4,0
987,31.4,0
988,31.4,0
989,31.4,0
990,31.4,0
991,31.4,0
992,31.4,0
993,31.4,0
994,31.4,0
995,31.4,0
996,31.4,0
997,31.4,0
998,31.4,0
999,31.4,0
1000,31.4,0
1001,31.4,0
1002,31.4,0
1003,31.4,0
1004,31.4,0
1005,31.4,0
1006,31.4,0
1007,29.4,0
1008,27.4,0
1009,25.4,0
1010,23.4,0
1011,21.4,0
1012,19.4,0
1013,17.4,0
1014,15.4,0
1015,13.4,0
1016,13.4,0
1017,13.4,0
1018,13.4,0
1019,13.4,0
1020,13.4,0
1021,13.4,0
1022,13.4,0
1023,13.4,0
1024,13.4,0
1025,13.4,0
1026,13.4,0
1027,13.4,0
1028,13.4,0
1029,13.4,0
1030,13.4,0
1031,13.4,0
1032,13.4,0
1033,13.4,0
1034,13.4,0
1035,13.4,0
1036,13.4,0
1037,13.4,0
1038,13.4,0
1039,13.4,0
1040,13.4,0
1041,13.4,0
1042,13.4,0
1043,13.4,0
1044,13.4,0
1045,13.4,0
1046,13.4,0
1047,14.2,0
1048,15,0
1049,15.8,0
1050,16.6,0
1051,17.4,0
1052,18.2,0
1053,19,0
1054,19.8,0
1055,20.6,0
1056,21.4,0
1057,22.2,0
1058,23,0
1059,23.8,0
1060,24.6,0
1061,25.4,0
1062,26.2,0
1063,27,0
1064,27.8,0
1065,28.6,0
1066,29.4,0
1067,30.2,0
1068,31,0
1069,31,0
1070,31,0
1071,31,0
1072,31,0
1073,31,0
1074,31,0
1075,31,0
1076,31,0
1077,31,0
1078,31,0
1079,31,0
1080,31,0
1081,31,0
1082,31,0
1083,31,0
1084,31,0
1085,31,-0.2
1086,31,-0.2
1087,31,-0.2
1088,31,-0.2
1089,31,-0.2
1090,31,-0.2
1091,31,-0.2
1092,31,-0.2
1093,31,-0.2
1094,31,-0.2
1095,31,-0.2
1096,31,-0.2
1097,31,-0.2
1098,31,-0.2
1099,31,-0.2
1100,31,0
1101,31,0
1102,31,0
1103,31,0
1104,31,0
1105,31,0
1106,31,0
1107,31,0
1108,31,0
1109,31,0
1110,31,0
1111,31,0
1112,31,0
1113,31,0
1114,31,0
1115,31,0
1116,31,0
1117,31,0
1118,31,0
1119,31,0
1120,31,0
1121,31,0
1122,31,0
1123,31,0
1124,31,0
1125,31,0
1126,31,0
1127,31,-0.2
1128,31,-0.2
1129,31,-0.2
1130,31,-0.2
1131,31,-0.2
1132,31,-0.2
1133,31,-0.2
1134,31,-0.2
1135,31,-0.2
1136,31,-0.2
1137,31,-0.2
1138,31,-0.2
1139,31,-0.2
1140,31,-0.2
1141,31,-0.2
1142,31,-0.2
1143,31,-0.2
1144,31,-0.2
1145,31,-0.2
1146,31,-0.2
1147,31,-0.2
1148,31,-0.2
1149,31,-0.2
1150,31,-0.2
1151,31,-0.2
1152,31,0
1153,31,0
1154,31,0
1155,31,0
1156,31,0
1157,31,0
1158,31,0
1159,31,0
1160,31,0
1161,31,0
1162,31,0
1163,31,0
1164,31,0
1165,31,0
1166,31,0
1167,31,0
1168,31,0
1169,31,0
1170,31,0
1171,31,0
1172,31,0
1173,31,0
1174,31,0
1175,31,0
1176,31,0
1177,31,0
1178,31,0
1179,31,0
1180,31,0
1181,31,0
1182,31,0
1183,31,0
1184,31,0
1185,31,0
1186,31,0
1187,31,0
1188,31,0
1189,31,0
1190,31,0
1191,31,0
1192,31,0
1193,31,0
1194,31,0
1195,31,0
1196,31,0
1197,31,0
1198,31,0
1199,31,0
1200,31,0
1201,31,0
1202,31,0
1203,31,0
1204,31,0
1205,31,0
1206,31,0
1207,31,-0.2
1208,31,-0.2
1209,31,-0.2
1210,31,-0.2
1211,31,-0.2
1212,31,-0.2
1213,31,-0.2
1214,31,-0.2
1215,31,-0.2
1216,31,-0.2
1217,31,-0.2
1218,31,-0.2
1219,31,-0.2
1220,31,-0.2
1221,31,-0.2
1222,31,-0.2
1223,31,-0.2
1224,31,-0.2
1225,31,-0.2
1226,31,-0.2
1227,31,-0.2
1228,31,-0.2
1229,31,0
1230,31,0
1231,31,0
1232,31,0
1233,31,0
1234,31,0
1235,31,0
1236,31,0
1237,31,0
1238,31,0
1239,31,0
1240,31,0
1241,31,0
1242,31,0
1243,31,0
1244,31,0
1245,31,0
1246,31,0
1247,31,0
1248,31,0
1249,31,0
1250,31,0
1251,31,0
1252,31,0
1253,31,0
1254,31,0
1255,31,-0.2
1256,31,-0.2
1257,31,-0.2
1258,31,-0.2
1259,31,-0.2
1260,31,-0.2
1261,31,-0.2
1262,31,-0.2
1263,31,-0.2
1264,31,-0.2
1265,31,-0.2
1266,31,-0.2
1267,31,-0.2
1268,31,-0.2
1269,31,-0.2
1270,31,-0.2
1271,31,-0.2
1272,31,-0.2
1273,31,-0.2
1274,31,-0.2
1275,31,-0.2
1276,31,-0.2
1277,31,-0.2
1278,31,-0.2
1279,31,-0.2
1280,31,0
1281,31,0
1282,31,0
1283,31,0
1284,31,0
1285,31,0
1286,31,0
1287,31,0
1288,31,0
1289,31,0
1290,31,0
1291,31,0
1292,31,0
1293,31,0
1294,31,0
1295,31,0
1296,31,0
1297,31,0
1298,31,0
1299,31,0
1300,31,0
1301,31,0
1302,31,0
1303,31,-0.2
1304,31,-0.2
1305,31,-0.2
1306,31,-0.2
1307,31,-0.2
1308,31,-0.2
1309,31,-0.2
1310,31,-0.2
1311,31,-0.2
1312,31,-0.2
1313,31,-0.2
1314,31,-0.2
1315,31,-0.2
1316,31,-0.2
1317,31,-0.2
1318,31,-0.2
1319,31,-0.2
1320,31,-0.2
1321,31,-0.2
1322,31,-0.2
1323,31,-0.2
1324,31,-0.2
1325,31,-0.2
1326,31,0
1327,31,0
1328,31,0
1329,31,0
1330,31,0
1331,31,0
1332,31,0
1333,31,0
1334,31,0
1335,31,0
1336,31,0
1337,31,0
1338,31,0
1339,31,0
1340,31,0
1341,31,0
1342,31,0
1343,31,0
1344,31,0
1345,31,-0.2
1346,31,-0.2
1347,31,-0.2
1348,31,-0.2
1349,31,-0.2
1350,31,-0.2
1351,31,-0.2
1352,31,-0.2
1353,31,-0.2
1354,31,-0.2
1355,31,-0.2
1356,31,-0.2
1357,31,-0.2
1358,31,-0.2
1359,31,-0.2
1360,31,0
1361,31,0
1362,31,0
1363,31,0
1364,31,0
1365,31,0
1366,31,0
1367,31,0
1368,31,0
1369,31,0
1370,31,0
1371,31,0
1372,31,0
1373,31,0
1374,31,0
1375,31,0
1376,31,0
1377,31,0
1378,31,0
1379,31,0
1380,31,0
1381,31,-0.2
1382,31,-0.2
1383,31,-0.2
1384,31,-0.2
1385,31,-0.2
1386,31,-0.2
1387,31,-0.2
1388,31,-0.2
1389,31,-0.2
1390,31,-0.2
1391,31,-0.2
1392,31,-0.2
1393,31,-0.2
1394,31,-0.2
1395,31,-0.2
1396,31,-0.2
1397,31,-0.2
1398,31,-0.2
1399,31,-0.2
1400,31,-0.2
1401,31,0
1402,31,0
1403,31,0
1404,31,0
1405,31,0
1406,31,0
1407,31,0
1408,31,0
1409,31,0
1410,31,0
1411,31,0
1412,31,0
1413,31,-0.2
1414,31,-0.2
1415,31,-0.2
1416,31,-0.2
1417,31,-0.2
1418,31,-0.2
1419,31,-0.2
1420,31,-0.2
1421,31,-0.2
1422,31,-0.2
1423,31,-0.2
1424,31,-0.2
1425,31,-0.2
1426,31,-0.2
1427,31,-0.2
1428,31,-0.2
1429,31,-0.2
1430,31,-0.2
1431,31,-0.2
1432,31,-0.2
1433,31,0
1434,31,0
1435,31,0
1436,31,0
1437,31,0
1438,31,0
1439,31,0
1440,31,0
1441,31,0
1442,31,0
1443,31,0
1444,31,0
1445,31,0
1446,31,0
1447,31,0
1448,31,0
1449,31,0
1450,31,0
1451,31,0
1452,31,0
1453,31,0
1454,31,-0.2
1455,31,-0.2
1456,31,-0.2
1457,31,-0.2
1458,31,-0.2
1459,31,-0.2
1460,31,-0.2
1461,31,-0.2
1462,31,0
1463,31,0
1464,31,0
1465,31,0
1466,31,0
1467,31,0
1468,31,0
1469,31,0
1470,31,0
1471,31,0
1472,31,0
1473,31,0
1474,31,0
1475,31,0
1476,31,0
1477,31,0
1478,31.8,0
1479,32.6,0
1480,33.4,0
1481,34.2,0
1482,35,0
1483,35.8,0
1484,36.6,0
1485,37.4,0
1486,38.2,0
1487,39,0
1488,39.8,0
1489,40.6,0
1490,41.4,0
1491,42.2,0
1492,43,0
1493,43.8,0
1494,44.6,0
1495,45.4,0
1496,46.2,0
1497,47,0
1498,47.8,0
1499,48.6,0
1500,49.4,0
1501,50.2,0
1502,51,0
1503,51.8,0
1504,52.6,0
1505,53.4,0
1506,54.2,0
1507,55,0
1508,55.8,0
1509,56.6,0
1510,56.6,0
1511,56.6,0
1512,56.6,0
1513,56.6,0
1514,56.6,0
1515,56.6,0
1516,56.6,0
1517,56.6,0
1518,56.6,0
1519,56.6,0
1520,56.6,0
1521,56.6,0
1522,56.6,0
1523,56.6,0
1524,56.6,0
1525,56.6,0
1526,56.6,0
1527,56.6,0
1528,56.6,0
1529,56.6,0
1530,56.6,0
1531,56.6,0
1532,56.6,0
1533,56.6,0
1534,56.6,0
1535,56.6,0
1536,56.6,-0.2
1537,56.6,-0.2
1538,56.6,-0.2
1539,56.6,-0.2
1540,56.6,-0.2
1541,56.6,-0.2
1542,56.6,-0.2
1543,56.6,-0.2
1544,56.6,-0.2
1545,56.6,-0.2
1546,56.6,-0.2
1547,56.6,-0.2
1548,56.6,-0.2
1549,56.6,-0.2
1550,56.6,-0.2
1551,56.6,-0.2
1552,56.6,-0.2
1553,56.6,-0.2
1554,56.6,0
1555,56.6,0
1556,56.6,0
1557,56.6,0
1558,56.6,0
1559,56.6,0
1560,56.6,0
1561,56.6,0
1562,56.6,0
1563,56.6,0
1564,56.6,0
1565,56.6,0
1566,56.6,0
1567,56.6,0
1568,56.6,0
1569,56.6,0
1570,56.6,0
1571,56.6,0
1572,56.6,0
1573,56.6,0
1574,56.6,0
1575,56.6,0
1576,56.6,0
1577,56.6,0
1578,56.6,0
1579,56.6,0
1580,56.6,0
1581,56.6,0
1582,56.6,0
1583,56.6,-0.2
1584,56.6,-0.2
1585,56.6,-0.2
1586,56.6,-0.2
1587,56.6,-0.2
1588,56.6,-0.2
1589,56.6,-0.2
1590,56.6,-0.2
1591,56.6,0
1592,56.6,0
1593,56.6,0
1594,56.6,0
1595,56.6,0
1596,56.6,0
1597,56.6,0
1598,56.6,0
1599,56.6,0
1600,56.6,0
1601,56.6,0
1602,56.6,0
1603,56.6,0
1604,56.6,0
1605,56.6,0
1606,56.6,0
1607,56.6,0
1608,56.6,0
1609,56.6,0
1610,56.6,0
1611,56.6,0
1612,56.6,0
1613,56.6,0
1614,56.6,0
1615,57.4,0
1616,58.2,0
1617,59,0
1618,59.8,0
1619,60.6,0
1620,61.4,0
1621,62.2,0
1622,63,0
1623,63.8,0
1624,64.6,0
1625,65.4,0
1626,66.2,0
1627,67,0
1628,67.8,0
1629,68.6,0
1630,69.4,0
1631,70.2,0
1632,71,0
1633,71.8,0
1634,72.6,0
1635,73.4,0
1636,74.2,0
1637,75,0
1638,75,-0.2
1639,75,-0.2
1640,75,-0.2
1641,75,0
1642,75,0
1643,75,0
1644,75,0
1645,75,0
1646,75,0
1647,75,0
1648,75,0
1649,75,0
1650,75,0
1651,75,0
1652,75,0
1653,75,0
1654,75,0
1655,75,0
1656,75,0
1657,75,0
1658,75,0
1659,75,0
1660,75,0
1661,75,0
1662,75,0
1663,75,0
1664,75,0
1665,75,0
1666,75,0
1667,75,0
1668,75,0
1669,75,0
1670,75,-0.2
1671,75,-0.2
1672,75,-0.2
